#Thorlabs FTS
[SpectrumHeader]
#Date;20161122
#Time;16432128
#GMTTime;15432128
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;8000.000000
#TriggerMode;0
#InterferometerSerial;M00417353
#Source;
#AirMeasureOpt;0
#WnrMin;13460.081055
#WnrMax;31072.195313
#Length;3648
#Resolution;0.0000000000e+000
#ADC;0
#Instrument;0
#InstrModel;CCS100
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
3.218311462e+002;-2.293059602e-003
3.219388733e+002;-3.130326048e-003
3.220466003e+002;-3.920122981e-005
3.221543579e+002;-2.388708293e-003
3.222620850e+002;4.230050370e-003
3.223698425e+002;-1.183852088e-003
3.224776306e+002;-2.611633390e-003
3.225853882e+002;-2.373199910e-003
3.226931763e+002;2.472020686e-003
3.228009338e+002;-2.033077180e-003
3.229087219e+002;-3.407442942e-003
3.230165405e+002;-2.129945904e-003
3.231243286e+002;1.224810258e-003
3.232321472e+002;-3.302834928e-003
3.233399658e+002;-8.386317641e-004
3.234477844e+002;-4.411712289e-003
3.235556030e+002;-3.659393638e-003
3.236634521e+002;3.932786640e-003
3.237712708e+002;7.205588743e-003
3.238791199e+002;3.882385790e-004
3.239869690e+002;2.337217331e-003
3.240948486e+002;6.490200758e-005
3.242026978e+002;2.561211586e-004
3.243105774e+002;-1.050133258e-003
3.244184570e+002;-4.076803103e-003
3.245263672e+002;-3.722662106e-003
3.246342468e+002;-2.859592438e-003
3.247421570e+002;-2.853386104e-004
3.248500671e+002;-1.571141183e-006
3.249579773e+002;-2.361893654e-003
3.250658875e+002;-6.194440648e-004
3.251738281e+002;-1.349342987e-003
3.252817383e+002;-1.064335927e-003
3.253896790e+002;-2.256051870e-003
3.254976196e+002;-1.095402753e-003
3.256055908e+002;1.364372671e-003
3.257135315e+002;-1.290792599e-003
3.258215027e+002;2.555515617e-003
3.259294739e+002;-7.032928988e-004
3.260374756e+002;-2.810122445e-003
3.261454468e+002;-4.088468850e-004
3.262534485e+002;-5.193157122e-004
3.263614502e+002;-1.294959337e-003
3.264694519e+002;-1.748133451e-003
3.265774536e+002;1.320974901e-003
3.266854553e+002;-2.938261023e-003
3.267934875e+002;2.474814653e-003
3.269015198e+002;-3.743031994e-004
3.270095520e+002;-4.077158868e-003
3.271176147e+002;1.401250018e-003
3.272256470e+002;3.245710861e-003
3.273337097e+002;-4.740882665e-003
3.274417725e+002;2.155127004e-003
3.275498352e+002;-4.658980761e-004
3.276579285e+002;4.245733842e-003
3.277659912e+002;-2.040827647e-003
3.278740845e+002;3.224994987e-003
3.279821777e+002;-2.833474427e-003
3.280903015e+002;-7.795915008e-005
3.281983948e+002;-4.088906571e-004
3.283065186e+002;-2.395518124e-003
3.284146423e+002;-1.228218549e-003
3.285227661e+002;1.762037165e-003
3.286308899e+002;-1.357384026e-004
3.287390442e+002;-3.459377214e-003
3.288471680e+002;3.332913388e-003
3.289553223e+002;-9.339209646e-004
3.290635071e+002;-1.725250855e-003
3.291716614e+002;1.409061253e-003
3.292798462e+002;-2.126274630e-004
3.293880005e+002;-1.775197685e-003
3.294961853e+002;-1.749083400e-003
3.296044006e+002;-9.454227984e-004
3.297125854e+002;-7.969513535e-004
3.298208008e+002;-7.216483355e-004
3.299290161e+002;1.457901555e-003
3.300372314e+002;-3.952719271e-004
3.301454468e+002;3.273442853e-003
3.302536926e+002;-3.243316431e-003
3.303619080e+002;-3.637447953e-003
3.304701538e+002;1.677516848e-003
3.305783997e+002;2.334533259e-003
3.306866760e+002;-4.883194342e-004
3.307949219e+002;2.394016832e-003
3.309031982e+002;-2.077581361e-003
3.310114746e+002;-1.091990387e-003
3.311197510e+002;-8.414052427e-004
3.312280579e+002;-1.726113260e-004
3.313363342e+002;-5.051624030e-004
3.314446411e+002;9.072320536e-004
3.315529480e+002;-2.032235265e-003
3.316612549e+002;-1.514889300e-005
3.317695923e+002;-9.879469872e-004
3.318778992e+002;-1.474159420e-003
3.319862366e+002;4.469390959e-003
3.320945740e+002;-3.439228982e-003
3.322029419e+002;-4.740767181e-004
3.323112793e+002;-9.943554178e-004
3.324196472e+002;1.244917512e-004
3.325280151e+002;-1.609722152e-003
3.326363831e+002;-1.097992063e-003
3.327447510e+002;4.444476217e-004
3.328531494e+002;4.854742438e-004
3.329615173e+002;2.501520328e-003
3.330699158e+002;-6.159115583e-004
3.331783447e+002;9.721624665e-004
3.332867432e+002;-1.246158034e-003
3.333951721e+002;-2.171076834e-003
3.335035706e+002;-1.291476190e-003
3.336119995e+002;-1.117853215e-003
3.337204590e+002;-3.698649816e-004
3.338288879e+002;8.874349296e-004
3.339373474e+002;8.499249816e-005
3.340457764e+002;-2.813130617e-003
3.341542664e+002;-3.557913937e-003
3.342627258e+002;-1.139182597e-003
3.343711853e+002;-1.781368628e-003
3.344796753e+002;-4.469240084e-003
3.345881653e+002;7.022875361e-004
3.346966553e+002;-1.373253763e-003
3.348051453e+002;-1.868382096e-003
3.349136658e+002;-5.771778524e-005
3.350221558e+002;2.128431574e-003
3.351306763e+002;9.109247476e-004
3.352391968e+002;-5.510114133e-004
3.353477478e+002;-2.563498914e-003
3.354562683e+002;7.456280291e-004
3.355648193e+002;3.527722321e-003
3.356733704e+002;2.503640950e-003
3.357819214e+002;2.294902457e-003
3.358905029e+002;2.320392057e-003
3.359990540e+002;6.228685379e-004
3.361076355e+002;6.988290697e-004
3.362162170e+002;4.062041640e-003
3.363247986e+002;2.416175790e-003
3.364334106e+002;8.406974375e-004
3.365419922e+002;1.883544028e-004
3.366506042e+002;-2.780928044e-004
3.367592163e+002;3.383085132e-004
3.368678284e+002;3.446467221e-003
3.369764709e+002;-1.203766093e-003
3.370850830e+002;1.297323965e-003
3.371937256e+002;-9.029977955e-004
3.373023682e+002;1.588504761e-003
3.374110413e+002;1.480810344e-003
3.375196838e+002;-1.990869641e-003
3.376283569e+002;3.785341978e-004
3.377370300e+002;2.615805715e-004
3.378457031e+002;2.055620775e-003
3.379543762e+002;1.372479368e-003
3.380630798e+002;-3.276225179e-004
3.381717529e+002;1.211334020e-003
3.382804565e+002;-7.979329675e-004
3.383891602e+002;-1.844280865e-003
3.384978943e+002;3.626277205e-003
3.386065979e+002;1.132337376e-003
3.387153320e+002;-8.946284652e-006
3.388240662e+002;-1.547742169e-003
3.389328003e+002;-2.058246173e-003
3.390415649e+002;3.067724407e-003
3.391502991e+002;8.598640561e-004
3.392590637e+002;1.149713993e-003
3.393678284e+002;3.520155326e-003
3.394765930e+002;-2.396292984e-005
3.395853577e+002;2.720619552e-003
3.396941528e+002;9.966009529e-004
